Bowl,Date,Location,points1,points2,team1,team2,stadiumlat,stadiumlng,team1lat,team1lng,team2lat,team2lng
1118,Dollar General Bowl,12/22/2018,"Ladd-Peebles Stadium - Mobile, Alabama",42,32,Troy,Buffalo,30.6953657,-88.0398912,31.8010955,-85.9572999,43.0008093,-78.7889697
1119,Armed Forces Bowl,12/22/2018,"Amon G. Carter Stadium - Fort Worth, Texas",70,14,Army (22),Houston,32.7554883,-97.3307658,35.9587748,-83.9279907,29.7199489,-95.3422334
1120,Birmingham Bowl,12/22/2018,"Legion Field - Birmingham, Alabama",37,34,Wake Forest,Memphis,33.5185892,-86.8103567,36.1354033,-80.27922749999999,35.1187498,-89.9374928
1121,Famous Idaho Potato Bowl,12/21/2018,"Albertsons Stadium - Boise, Idaho",49,18,Brigham Young,Western Michigan,43.6150186,-116.2023137,40.2518435,-111.6493156,42.2837336,-85.6102507
1122,Bahamas Bowl,12/21/2018,"Thomas Robinson Stadium - Nassau, BHS",35,32,Florida International,Toledo,25.0443312,-77.3503609,29.6480995,-82.34548769999999,41.6578804,-83.6142374
1123,Bad Boy Mowers Gasparilla Bowl,12/20/2018,"Raymond James Stadium - Tampa, Florida",38,20,Marshall,South Florida,27.950575,-82.4571776,38.4235252,-82.42641449999999,28.0587031,-82.41385389999999
1124,Frisco Bowl,12/19/2018,"Toyota Stadium - Frisco, Texas",27,0,Ohio,San Diego State,33.1506744,-96.82361159999999,39.324358,-82.10138889999999,32.7739344,-117.0701349
1125,Boca Raton Bowl,12/18/2018,"FAU Football Stadium - Boca Raton, Florida",37,13,Alabama-Birmingham,Northern Illinois,26.3683064,-80.1289321,33.5019893,-86.8064433,41.934233,-88.774069
1126,New Orleans Bowl,12/15/2018,"Mercedes-Benz Superdome - New Orleans, Louisiana",45,13,Appalachian State,Middle Tennessee State,29.95106579999999,-90.0715323,36.2135255,-81.6839919,35.8486105,-86.3648813
1127,Camellia Bowl,12/15/2018,"Cramton Bowl - Montgomery, Alabama",23,21,Georgia Southern,Eastern Michigan,32.3792233,-86.3077368,32.42054890000001,-81.78653469999999,42.2506803,-83.624089
1128,Las Vegas Bowl,12/15/2018,"Sam Boyd Stadium - Las Vegas, Nevada",31,20,Fresno State (19),Arizona State,36.1699412,-115.1398296,36.81336410000001,-119.7460884,32.2318851,-110.9501094
1129,New Mexico Bowl,12/15/2018,"Dreamstyle Stadium - Albuquerque, New Mexico",52,13,Utah State,North Texas,35.0843859,-106.650422,39.6081249,-110.802743,33.207488,-97.1525862
1130,AutoNation Cure Bowl,12/15/2018,"Camping World Stadium - Orlando, Florida",41,24,Tulane,Louisiana,28.5383355,-81.3792365,29.9407282,-90.12031669999999,30.2114404,-92.0204121
